active,track,name,desc,maxSpeed (m/s),maxAcceleration,maxDeceleration,capacityPerCar,carLength,minCars,maxCars,carsPerCarSet,trainWidth,maxStationLength,carCost,trainOperationalCostPerHour,carOperationalCostPerHour,color,,,,,,,,,id,class,typeName,canCrossRoads,maxSpeedLocalStation,baseTrackCost,baseStationCost,scissorsCrossoverCost,Electrification,Voltage,Track Gauge,Loading Gauge,train CostPerHour,car CostPerHour,desc,,,
TRUE,Desiro Classic (ATH),London Overground Catenary,The Siemens Desiro Classic is a family of metro DMUs and EMUs in service across the world since 1999. This model is the EMU used by Athens commuter rail.,44.4,1.10,1.10,63,17.87,5,10,5,2.80,200,2500000,600,60,#004587,315,630,GR,ATH,Siemens,Standard Commuter,Commuter,Southern Europe,ldn-3c,Standard Commuter,London Overground Catenary,TRUE,15,45000,75000000,14000000,catenary,International AC,Standard,Metro Wide,600,60,"The London Overground is the commuter rail network of the city and has two electrifcation standards, with this being the catenary standard used on UK main lines.",standard-commuter-catenary,"The London Overground is the commuter rail network of the city and has two electrifcation standards, with this being the catenary standard used on UK main lines. The Siemens Desiro Classic is a family of metro DMUs and EMUs in service across the world since 1999. This model is the EMU used by Athens commuter rail.",181.18
TRUE,Sirio (ATH),Paris Tram Narrow,The Sirio is a artiuculated low-floor LRV family built by AnsaldoBreda/Hitachi that has been in service since 2002. This is the variant used by the Athens tram network. Acceleration is guesstimated.,19.4,1.34,1.34,54,6.46,5,5,5,2.40,40,2500000,200,20,#83B81A,270,270,GR,ATH,AnsaldoBreda,Standard LRT,LRT,Southern Europe,fr-5a,Standard LRT,Paris Tram Narrow,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Ultra-Narrow,200,20,Paris has trams and they are quite narrow but not as much as Berlin.,standard-lrt-catenary,Paris has trams and they are quite narrow but not as much as Berlin. The Sirio is a artiuculated low-floor LRV family built by AnsaldoBreda/Hitachi that has been in service since 2002. This is the variant used by the Athens tram network. Acceleration is guesstimated.,34.8
TRUE,IÉ 22000,Irish Diesel,The IÉ Class 22000 is an Irish DMU used for both commuter rail and intercity services. It was built by Hyundai Rotem and entered service in 2007. Acceleration is guesstimated.,44.4,0.70,0.70,100,23.40,3,10,1,2.85,250,2500000,600,60,#169B62,300,1000,IE,DUB,Hyundai,Standard Commuter,Commuter,Western Europe,ire-1,Standard Commuter,Irish Diesel,TRUE,15,45000,75000000,14000000,none,None,Irish Gauge,RER Narrow,600,60,Commuter Rail.,standard-commuter-none,Commuter Rail. The IÉ Class 22000 is an Irish DMU used for both commuter rail and intercity services. It was built by Hyundai Rotem and entered service in 2007. Acceleration is guesstimated.,236.5
TRUE,IÉ 29000,Irish Diesel,The IÉ Class 29000 is an Irish commuter rail DMU built by CAF that entered service in 2003. Acceleration is guesstimated.,33.3,0.90,0.90,205,20.37,4,8,4,2.90,250,2500000,600,60,#FF883E,820,1640,IE,DUB,CAF,Standard Commuter,Commuter,Western Europe,ire-1,Standard Commuter,Irish Diesel,TRUE,15,45000,75000000,14000000,none,None,Irish Gauge,RER Narrow,600,60,Commuter Rail.,standard-commuter-none,Commuter Rail. The IÉ Class 29000 is an Irish commuter rail DMU built by CAF that entered service in 2003. Acceleration is guesstimated.,165.42
TRUE,Citadis 401,Paris Tram Narrow,"The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 1st generation, seven section version. Acceleration is a guesstimate.",19.4,1.30,1.20,38,5.83,7,7,7,2.40,60,2500000,200,20,#4F3189,264,264,IE,DUB,Alstom,Standard LRT,LRT,Western Europe,fr-5a,Standard LRT,Paris Tram Narrow,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Ultra-Narrow,200,20,Paris has trams and they are quite narrow but not as much as Berlin.,standard-lrt-catenary,"Paris has trams and they are quite narrow but not as much as Berlin. The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 1st generation, seven section version. Acceleration is a guesstimate.",43.31
TRUE,Citadis 502,Paris Tram Narrow,"The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 2nd generation, nine section version. Acceleration is a guesstimate.",19.4,1.30,1.20,45,6.08,9,9,9,2.40,60,2500000,200,20,#764ACE,408,408,IE,DUB,Alstom,Standard LRT,LRT,Western Europe,fr-5a,Standard LRT,Paris Tram Narrow,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Ultra-Narrow,200,20,Paris has trams and they are quite narrow but not as much as Berlin.,standard-lrt-catenary,"Paris has trams and they are quite narrow but not as much as Berlin. The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 2nd generation, nine section version. Acceleration is a guesstimate.",57.2
TRUE,IST M1,Istanbul M1,"The Istanbul Metro has a variety of nameless rolling stock. This is the light metro stock that entered service in 1988 on the M1, as made by ABB. Acceleration is a guesstimate.",22.2,1.00,1.00,257,23.20,4,4,4,2.65,100,2500000,400,40,#E22014,1028,1028,TR,IST,ABB,Standard Light Metro,Light Metro,West Asia,tr-m1,Standard Light Metro,Istanbul M1,FALSE,6.7,35000,50000000,12000000,catenary,Modern DC,Standard,Metro Standard,400,40,,standard-light-metro-catenary," The Istanbul Metro has a variety of nameless rolling stock. This is the light metro stock that entered service in 1988 on the M1, as made by ABB. Acceleration is a guesstimate.",95.3
TRUE,IST M2 2008,Amsterdam Metro,"The Istanbul Metro has a variety of nameless rolling stock. This is the heavy metro stock that entered service in 2008 on the M2, as made by Hyundai. Acceleration is a guesstimate.",22.2,1.10,1.10,238,21.55,4,8,4,3.05,190,2500000,500,50,#009943,952,1904,TR,IST,Alstom,Standard Heavy Metro,Heavy Metro,West Asia,ams-1,Standard Heavy Metro,Amsterdam Metro,FALSE,13,50000,75000000,15000000,tr-under,Modern DC,Standard,U.S. Passenger Standard,500,50,Amsterdam Metro is a heavy rail network with relatively wide trains for a subway.,standard-heavy-metro-tr-under,"Amsterdam Metro is a heavy rail network with relatively wide trains for a subway. The Istanbul Metro has a variety of nameless rolling stock. This is the heavy metro stock that entered service in 2008 on the M2, as made by Hyundai. Acceleration is a guesstimate.",174.9
TRUE,IST M2 2017,Amsterdam Metro,"The Istanbul Metro has a variety of nameless rolling stock. This is the heavy metro stock that entered service in 2017 on the M2, as made by Hyundai. Acceleration is a guesstimate.",22.2,1.10,1.10,238,21.57,4,8,4,3.05,190,2500000,500,50,#00B54E,952,1904,TR,IST,Hyundai,Standard Heavy Metro,Heavy Metro,West Asia,ams-1,Standard Heavy Metro,Amsterdam Metro,FALSE,13,50000,75000000,15000000,tr-under,Modern DC,Standard,U.S. Passenger Standard,500,50,Amsterdam Metro is a heavy rail network with relatively wide trains for a subway.,standard-heavy-metro-tr-under,"Amsterdam Metro is a heavy rail network with relatively wide trains for a subway. The Istanbul Metro has a variety of nameless rolling stock. This is the heavy metro stock that entered service in 2017 on the M2, as made by Hyundai. Acceleration is a guesstimate.",175.06
TRUE,IST M3,Rome Metro A/B,"The Istanbul Metro has a variety of nameless rolling stock. This is the heavy metro stock that entered service in 2009 on the M3, as made by Alstom. Acceleration is a guesstimate.",22.2,1.34,1.34,241,21.55,4,8,4,2.78,190,2500000,500,50,#00A8E2,964,1928,TR,IST,Hyundai,Standard Heavy Metro,Heavy Metro,West Asia,it-2,Standard Heavy Metro,Rome Metro A/B,FALSE,13,50000,75000000,15000000,catenary,High Voltage DC,Standard,Metro Wide,500,50,Rome has a heavy rail metro network with Line C automated and lines A and B not. This is for Lines A and B.,standard-heavy-metro-catenary,"Rome has a heavy rail metro network with Line C automated and lines A and B not. This is for Lines A and B. The Istanbul Metro has a variety of nameless rolling stock. This is the heavy metro stock that entered service in 2009 on the M3, as made by Alstom. Acceleration is a guesstimate.",174.9
TRUE,IST M4,Metra/SSL,"The Istanbul Metro has a variety of nameless rolling stock. This is the heavy metro stock that entered service in 2010 on the M4, as made by CAF. Acceleration is a guesstimate.",22.2,1.00,1.10,258,22.43,4,8,4,3.01,190,2500000,600,60,#E91977,1032,2064,TR,IST,Alstom,Standard Commuter,Commuter,West Asia,chi-2,Standard Commuter,Metra/SSL,FALSE,15,45000,75000000,14000000,catenary,High Voltage DC,Standard,U.S. Passenger Standard,600,60,Metra is a commuter rail network found in the Chicago Metropolitan Area.,standard-commuter-catenary,"Metra is a commuter rail network found in the Chicago Metropolitan Area. The Istanbul Metro has a variety of nameless rolling stock. This is the heavy metro stock that entered service in 2010 on the M4, as made by CAF. Acceleration is a guesstimate.",181.94
TRUE,IST M5,Istanbul M5,"The Istanbul Metro has a variety of nameless rolling stock. This is the automated heavy metro stock that entered service in 2017 on the M5, as made by CAF and Mitsubishi. Acceleration is a guesstimate.",22.2,1.00,1.10,270,21.50,6,6,6,3.02,140,2500000,450,45,#672C65,1620,1620,TR,IST,CAF,Automated Heavy Metro,Heavy Metro,West Asia,tr-m5,Automated Heavy Metro,Istanbul M5,FALSE,13,51000,76000000,16000000,catenary,Modern DC,Standard,U.S. Passenger Standard,450,45,,automated-heavy-metro-catenary," The Istanbul Metro has a variety of nameless rolling stock. This is the automated heavy metro stock that entered service in 2017 on the M5, as made by CAF and Mitsubishi. Acceleration is a guesstimate.",131.5
TRUE,IST M6,Amsterdam Metro,"The Istanbul Metro has a variety of nameless rolling stock. This is the heavy metro stock that entered service in 1999 on the M2 that now mainly serves the M6, as made by Alstom. Acceleration is a guesstimate.",22.2,1.34,1.34,234,21.55,4,8,4,3.05,190,2500000,500,50,#C9AA78,936,1872,TR,IST,"Mitsubishi,CAF",Standard Heavy Metro,Heavy Metro,West Asia,ams-1,Standard Heavy Metro,Amsterdam Metro,FALSE,13,50000,75000000,15000000,tr-under,Modern DC,Standard,U.S. Passenger Standard,500,50,Amsterdam Metro is a heavy rail network with relatively wide trains for a subway.,standard-heavy-metro-tr-under,"Amsterdam Metro is a heavy rail network with relatively wide trains for a subway. The Istanbul Metro has a variety of nameless rolling stock. This is the heavy metro stock that entered service in 1999 on the M2 that now mainly serves the M6, as made by Alstom. Acceleration is a guesstimate.",174.9
TRUE,IST M7/M8,Istanbul M7/M8,"The Istanbul Metro has a variety of nameless rolling stock. This is the automated heavy metro stock that entered service in 2020 on the M7 and M8, as made by Hyundai. Acceleration is a guesstimate.",22.2,1.10,1.10,301,22.50,4,8,4,3.10,190,2500000,450,45,#F29FC0,1204,2408,TR,IST,Hyundai,Automated Heavy Metro,Heavy Metro,West Asia,tr-m7,Automated Heavy Metro,Istanbul M7/M8,FALSE,13,51000,76000000,16000000,catenary,High Voltage DC,Standard,U.S. Passenger Standard,450,45,,automated-heavy-metro-catenary," The Istanbul Metro has a variety of nameless rolling stock. This is the automated heavy metro stock that entered service in 2020 on the M7 and M8, as made by Hyundai. Acceleration is a guesstimate.",182.5
TRUE,IST M9,Metra/SSL,"The Istanbul Metro has a variety of nameless rolling stock. This is the heavy metro stock that entered service in 2009 on the M9, as made by Alstom. Acceleration is a guesstimate.",19.4,1.34,1.34,272,22.50,4,4,4,3.10,100,2500000,600,60,#FFD400,1088,1088,TR,IST,Alstom,Standard Commuter,Commuter,West Asia,chi-2,Standard Commuter,Metra/SSL,FALSE,15,45000,75000000,14000000,catenary,High Voltage DC,Standard,U.S. Passenger Standard,600,60,Metra is a commuter rail network found in the Chicago Metropolitan Area.,standard-commuter-catenary,"Metra is a commuter rail network found in the Chicago Metropolitan Area. The Istanbul Metro has a variety of nameless rolling stock. This is the heavy metro stock that entered service in 2009 on the M9, as made by Alstom. Acceleration is a guesstimate.",92.5
TRUE,IST M11,Tyne and Wear,"The Istanbul Metro has a variety of nameless rolling stock. This is the high speed heavy metro stock that entered service in 2023 on the M11, as made by CRRC. Acceleration and vehicle length are a guesstimate.",33.3,1.23,1.34,286,22.04,4,4,4,2.65,100,2500000,500,50,#AC5390,1144,1144,TR,IST,CRRC,Standard Heavy Metro,Heavy Metro,West Asia,taw,Standard Heavy Metro,Tyne and Wear,FALSE,13,50000,75000000,15000000,catenary,High Voltage DC,Standard,Metro Standard,500,50,"Tyne and Wear, also known by its largest city which is Newcastle, has a heavy metro system.",standard-heavy-metro-catenary,"Tyne and Wear, also known by its largest city which is Newcastle, has a heavy metro system. The Istanbul Metro has a variety of nameless rolling stock. This is the high speed heavy metro stock that entered service in 2023 on the M11, as made by CRRC. Acceleration and vehicle length are a guesstimate.",90.65555556
TRUE,TCDD E32000,EU Standard,The TCDD E32000 is a commuter rail EMU built by Hyundai for Istanbul's Maramay commuter network that entered service in 2012. Acceleration is a guesstimate.,25.0,1.00,1.00,300,22.50,5,10,5,3.10,250,2500000,600,60,#392F85,1500,3000,TR,IST,Hyundai,Standard Commuter,Commuter,West Asia,eu-2,Standard Commuter,EU Standard,TRUE,15,45000,75000000,14000000,catenary,International AC,Standard,UIC / ERA Standard,600,60,"This is the 60 Hz, 25kV standard main-line rail used in most places.",standard-commuter-catenary,"This is the 60 Hz, 25kV standard main-line rail used in most places. The TCDD E32000 is a commuter rail EMU built by Hyundai for Istanbul's Maramay commuter network that entered service in 2012. Acceleration is a guesstimate.",227.5
FALSE,CRRC Tel-Aviv,LRT: HV DC,,22.2,,,274,34.79,1,2,1,2.65,75,2500000,200,20,#FA0404,274,548,IL,T-A,CRRC,Standard LRT,LRT,West Asia,lrt-3,Standard LRT,LRT: HV DC,TRUE,6.7,17500,25000000,6000000,catenary,High Voltage DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 1500V DC.,standard-lrt-catenary,This is a standard LRT system (2.65m wide) which uses 1500V DC. ,72.07
TRUE,Urbos 100 (T-A),LRT: HV DC,The Urbos family are articulated low-floor light-rail vehicles built by CAF that have been in service across the world since the 90s. This specific model is based on the Tel-Aviv Light Rail's version.,19.4,1.20,1.20,40,7.00,5,10,5,2.65,75,2500000,200,20,#BA34B1,200,400,IL,T-A,CAF,Standard LRT,LRT,West Asia,lrt-3,Standard LRT,LRT: HV DC,TRUE,6.7,17500,25000000,6000000,catenary,High Voltage DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 1500V DC.,standard-lrt-catenary,This is a standard LRT system (2.65m wide) which uses 1500V DC. The Urbos family are articulated low-floor light-rail vehicles built by CAF that have been in service across the world since the 90s. This specific model is based on the Tel-Aviv Light Rail's version.,72.5
TRUE,Citadis 304,LRT: Modern DC,"The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 4th generation, five section version.",19.4,1.30,1.20,82,9.53,3,6,3,2.65,70,2500000,200,20,#004987,246,492,TR,IST,Alstom,Standard LRT,LRT,West Asia,lrt-2,Standard LRT,LRT: Modern DC,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 750V DC.,standard-lrt-catenary,"This is a standard LRT system (2.65m wide) which uses 750V DC. The Citadis is a family of articulated low-floor LRVs built by Alstom that have been in service since 2000. This is the 4th generation, five section version.",59.66
FALSE,Rotem LRV 34,LRT: Modern DC,Acceleration is a guesstimate.,22.2,1.30,1.20,250,26.96,1,3,1,2.65,110,2500000,200,20,#CE6635,250,750,Generic,Generic,Hyundai,Standard LRT,LRT,Generic,lrt-2,Standard LRT,LRT: Modern DC,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 750V DC.,standard-lrt-catenary,This is a standard LRT system (2.65m wide) which uses 750V DC. Acceleration is a guesstimate.,83.38
FALSE,TRAM34,LRT: Modern DC,,22.2,1.20,1.20,250,25.40,2,4,1,2.65,110,2500000,200,20,#FF7F40,500,1000,Generic,Generic,Istanbul,Standard LRT,LRT,Generic,lrt-2,Standard LRT,LRT: Modern DC,TRUE,6.7,17500,25000000,6000000,catenary,Modern DC,Standard,Metro Standard,200,20,This is a standard LRT system (2.65m wide) which uses 750V DC.,standard-lrt-catenary,This is a standard LRT system (2.65m wide) which uses 750V DC. ,104.1
